"PLANT_ID","LIB","ALIAS","VCF_NAME","ACC","NAT_PAPER_LIB","PLANTED_2018","COVERAGE_CATEGORY","COLLECTION_TYPE","COLLECTION_METHOD","TAXON","SOURCE_ID_1","SOURCE_ID_2","LIB_NOTES","COLL_DATE","LATITUDE","LONGITUDE","ELEVATION","NOTE_LATLONG","COUNTRY","STATE","COUNTY","LOCALITY","APPROX_COVERAGE","APPROX_BP_MAPPED","GOOD_PAIRED_READS","MINOR_LIB","MINOR_LIB_COV","MINOR_LIB_VCF_NAME","OLD_META_PLOIDY","PLD_SNP","NQUIRE_CDS_20","NQUIRE_FULL_20","NQUIRE_NSNPS_20","NQUIRE_PLOIDY","NQUIRE_CONFIDENCE","MINOR_LIB_NQUIRE_CDS_20","MNP_CDS_PLOIDY","MNP_GENIC_PLOIDY","OLD_TOT_PLOIDY","OLD_TOT_PLOIDY_CONFIDENCE","UNI_ACC","PPG_FILT_NOTE","PPG_NATIVE","PPG_CONTAMINANT"
"NFGA34_10","OBXA",NA,"NFGA34_10",NA,"Y","N","paper_732g","Breeding Selection","Unknown","Panicum virgatum","EG1101","PRJNA250557","NA",NA,NA,NA,NA,"Need Info From L. Bartley","USA",NA,NA,"EG1101,NFSG-993, US Patent:  8,319,009. increased biomass, increased disease resistance and increased spring re-growth in comparison to Alamo, the switchgrass ecotype from which it was bred (http://www.google.com.ezproxy.lib.ou.edu/patents/US8319009)",36.31,41024017200,273493448,NA,NA,NA,"4X","4X","4X",NA,906912,"4X",1,NA,"4X","4X","4X",4,"ALAMO",NA,NA,NA
"DVR3","OBXC",NA,"DVR3",NA,"Y","N","paper_732g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum",NA,"PRJNA251070","NA",NA,29.9,-100.992,422,NA,"USA","Texas","Val Verde","Devil's River State Park",38.15,43109629350,287397529,NA,NA,NA,"4X","4X","4X",NA,853371,"4X",1,NA,"4X","4X","4X",4,"DVR",NA,NA,NA
"NFGA36_05","ONTG",NA,"NFGA36_05",NA,"Y","N","paper_732g","Breeding Selection","Unknown","Panicum virgatum",NA,"PRJNA250537","NA",NA,NA,NA,NA,"Hybrid","USA",NA,NA,"GA991",64.4,72764411400,485096076,NA,NA,NA,"4X","4X","4X",NA,856991,"4X",1,NA,"4X","4X","4X",4,"NAM_PARENTS_GA991",NA,NA,NA
"VS16","PWUZ",NA,"VS16",NA,"Y","N","paper_732g","Cultivar","Unknown","Panicum virgatum",NA,"PRJNA258991","NA",NA,40.72,-96.12,361,NA,"USA","Nebraska","Otoe","Summer: Near Nebraska City",32.45,36663324300,244422162,NA,NA,NA,"4X","4X","4X",NA,737329,"4X",1,NA,"4X","4X","4X",4,"SUMMER",NA,NA,NA
"NFGA37_05","PYPU",NA,"NFGA37_05",NA,"Y","N","paper_732g","Cultivar","Unknown","Panicum virgatum",NA,"PRJNA250549","NA",NA,NA,NA,NA,"Hybrid","USA",NA,NA,"EG1102, patented by UGA: http://www.google.com/patents/US8314287, 2 rounds of recurrent selection for high biomass",36.18,40877852550,272519017,NA,NA,NA,"4X","4X","4X",NA,663768,"4X",1,NA,"4X","4X","4X",4,"EG1102",NA,NA,NA
"NFGA15_11","PYSP",NA,"NFGA15_11",NA,"Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet","Panicum virgatum",NA,"PRJNA250545","NA",NA,33.976779,-89.675641,NA,"Estimated From Passport Data","USA",NA,NA,"PI 315725; BN-14669-92--Mississippi",42.05,47507517300,316716782,NA,NA,NA,"4X","4X","4X",NA,1132207,"4X",1,NA,"4X","4X","4X",4,"PI_315725","Clusters with others from same UNI_ACC; should not be considered native; also clusters with samples from NC","F","F"
"NFGA09_02","PYSS",NA,"NFGA09_02",NA,"Y","N","paper_732g","Cultivar","Grown from GRIN Seed Packet","Panicum virgatum",NA,"PRJNA250538","NA",NA,35.237591,-96.241675,NA,"Kanlow","USA",NA,NA,"PI 421521; Kanlow--Kansas",41.05,46377691350,309184609,NA,NA,NA,"4X","4X","4X",NA,702719,"4X",1,NA,"4X","4X","4X",4,"KANLOW",NA,NA,NA
"NFGA36_09","PYST",NA,"NFGA36_09",NA,"Y","N","paper_732g","Breeding Selection","Unknown","Panicum virgatum",NA,"PRJNA250546","NA",NA,NA,NA,NA,"Hybrid","USA",NA,NA,"GA991",40.55,45816691650,305444611,NA,NA,NA,"4X","4X","4X",NA,887092,"4X",1,NA,"4X","4X","4X",4,"NAM_PARENTS_GA991",NA,NA,NA
"NFGA09_05","PYSU",NA,"NFGA09_05",NA,"Y","N","paper_732g","Cultivar","Grown from GRIN Seed Packet","Panicum virgatum",NA,"PRJNA250540","NA",NA,35.237591,-96.241675,NA,"Kanlow","USA",NA,NA,"PI 421521, Kanlow—Kansas",36.16,40853230800,272354872,NA,NA,NA,"4X","4X","6X",NA,728599,"6X",1,NA,"4X","4X","4X",1,"KANLOW",NA,NA,NA
"NFGA32_06","PYSW",NA,"NFGA32_06",NA,"Y","N","paper_732g","Cultivar","Grown from GRIN Seed Packet","Panicum virgatum",NA,"PRJNA250552","NA",NA,28.332505,-98.117501,NA,"Alamo","USA",NA,NA,"PI 422006; Alamo-TX",33.26,37577675250,250517835,NA,NA,NA,"4X","4X","4X",NA,898392,"4X",1,NA,"4X","4X","4X",4,"ALAMO",NA,NA,NA
"NFGA16_05","PYSX",NA,"NFGA16_05",NA,"Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet","Panicum virgatum","PI 315723","PRJNA250542","NA",NA,35.032482,-79.547449,NA,"Need Info From L. Bartley","USA",NA,NA,"PI 315723; BN-8358-62-North Carolina",32.67,36911723250,246078155,NA,NA,NA,"4X","4X","4X",NA,909596,"4X",1,NA,"4X","4X","4X",4,"HOFFMAN","Clusters with other HOFFMAN sample; seems like it might be related to the cultivar","F","F"
"NFGA02_06","PZXS",NA,"NFGA02_06",NA,"Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet","Panicum virgatum","PI 414065","PRJNA250539","NA",NA,35.426748,-91.836809,NA,"Estimated From Passport Data","USA",NA,NA,"PI 414065; BN-14668-65—Arkansas",27.63,31222074000,208147160,NA,NA,NA,"4X","4X","4X",NA,631253,"4X",1,NA,"4X","4X","4X",4,"PI_414065","Should be ""Breeding Selection"" like the other samples with same GRIN ID","F","F"
"NFGA37_03","PZXT",NA,"NFGA37_03",NA,"Y","N","paper_732g","Cultivar","Unknown","Panicum virgatum","EG1102","PRJNA250541","NA",NA,NA,NA,NA,"Need Info From L. Bartley","USA",NA,NA,"EG1102, patented by UGA: http://www.google.com/patents/US8314287, 2 rounds of recurrent selection for high biomass",34.61,39105781800,260705212,NA,NA,NA,"4X","4X","4X",NA,732501,"4X",1,NA,"4X","4X","4X",4,"EG1102",NA,NA,NA
"J209.B","PZXW",NA,"J209.B","J209","Y","N","paper_732g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","FUL",NA,"NA","3/14/06",28.11,-97.0291,3,NA,"USA","Texas","Aransas","Fulton; Wet roadside ditch",26.72,30184502850,201230019,NA,NA,NA,"4X","4X","4X",NA,692397,"4X",1,NA,"4X","4X","4X",4,"FUL_1",NA,NA,NA
"Hammonasset","TCTP",NA,"Hammonasset",NA,"Y","N","paper_732g","Natural Collection","Rhizome Plug Dug from Single Indvidual in a Natural Population","Panicum virgatum",NA,"PRJNA249739","NA",NA,41.265,-72.55583,NA,"Hybrid","USA","Connecticut",NA,NA,39.39,44499619200,296664128,NA,NA,NA,"4X","4X","4X",NA,941604,"4X",1,NA,"4X","4X","4X",4,"HAMMONASSET","Is cultivar; should not be considered natural","F","F"
"NFCX1","TCTS",NA,"NFCX1",NA,"Y","N","paper_732g","Cultivar","Genotype selected in vitro for Agrobacterium transformability","Panicum virgatum",NA,"PRJNA249745","NA",NA,28.332505,-98.117501,NA,"Alamo Derived","USA","Texas",NA,"Alamo; PI 422006; Alamo-TX; transformable genotype isolated by Zengyu Zhang",33.13,37437397800,249582652,NA,NA,NA,"4X","4X","4X",NA,775179,"4X",1,NA,"4X","4X","4X",4,"ALAMO",NA,NA,NA
"NL94","TCTT",NA,"NL94",NA,"Y","N","paper_732g","Breeding Selection","Unknown","Panicum virgatum",NA,"PRJNA249744","NA",NA,35.237591,-96.241675,NA,"Kanlow Derived","USA",NA,NA,"From Y. Wu, related to Kanlow-like genotypes from northern midwest range of lowlands, product of 3 rounds of recurrent selection for high biomass",39.75,44909167650,299394451,NA,NA,NA,"4X","4X","4X",NA,930809,"4X",1,NA,"4X","4X","4X",4,"KANLOW_LIKE_NL94",NA,NA,NA
"SL93","TCTU",NA,"SL93",NA,"Y","N","paper_732g","Breeding Selection","Unknown","Panicum virgatum",NA,"PRJNA249748","NA",NA,28.332505,-98.117501,NA,"Alamo Derived","USA",NA,NA,"From Y. Wu, related to Alamo-like genotypes from southern U.S. genotypes like Alamo, product of 3 rounds of recurrent selection for high biomass",41.44,46820176500,312134510,NA,NA,NA,"4X","4X","4X",NA,948985,"4X",1,NA,"4X","4X","4X",4,"ALAMO_LIKE_SL93",NA,NA,NA
"Pv346_1","WZCU",NA,"Pv346_1",NA,"Y","N","paper_732g","Breeding Selection","Grown from F1 seed of AP13XVS16","Panicum virgatum","F1 of AP13XVS16","PRJNA265583","NA",NA,NA,NA,NA,"Hybrid","USA",NA,NA,"F1 of AP13XVS16",41.99,47440631850,316270879,NA,NA,NA,"4X","4X","4X",NA,1397661,"4X",1,NA,"4X","4X","4X",4,"AP13_VS16_CROSS",NA,NA,NA
"GAasmb6","WZCW",NA,"GAasmb6",NA,"Y","N","paper_732g","Breeding Selection","Unknown","Panicum virgatum",NA,"PRJNA265582","NA",NA,27.197548,-80.252826,NA,"Estimated From Passport Data","USA",NA,NA,"Photoperiod Sensitive: Selected from PI422001 collected from Florida, related to NAM 16",39.34,44446490550,296309937,NA,NA,NA,"4X","4X","4X",NA,900745,"4X",1,NA,"4X","4X","4X",4,"PI_422001",NA,NA,NA
"Pv458_1","WZCX",NA,"Pv458_1",NA,"Y","N","paper_732g","Breeding Selection","Grown from F1 seed of AP13XVS16","Panicum virgatum","F1 of AP13XVS16","PRJNA265581","NA",NA,NA,NA,NA,"Hybrid","USA",NA,NA,"F1 of AP13XVS16",41.94,47380972050,315873147,NA,NA,NA,"4X","4X","4X",NA,1423983,"4X",1,NA,"4X","4X","4X",4,"AP13_VS16_CROSS",NA,NA,NA
"Dacotah_WO1","WZCY",NA,"Dacotah_WO1",NA,"Y","N","paper_732g","Cultivar","Grown from seed provided by MD Casler","Panicum virgatum",NA,"PRJNA265580","NA",NA,46.392962,-100.941106,NA,"Approximate","USA","North Dakota","East Morton","Derived From Several  Plants Near Breien North Dakota",38.31,43285250700,288568338,NA,NA,NA,"4X","4X","4X",NA,980088,"4X",1,NA,"4X","4X","4X",4,"DACOTAH","Definitely not Dacotah; probably contaminant","F","T"
"Cave_In_Rock_WO1","WZGB",NA,"Cave_In_Rock_WO1",NA,"Y","N","paper_732g","Cultivar","Grown from seed provided by MD Casler","Panicum virgatum",NA,"PRJNA265644","NA",NA,37.469217,-88.165308,114,"GPS estimated using passport data","USA","Illinios","Hardin","Cave-in-Rock",37.86,42774548250,285163655,NA,NA,NA,"4X","4X","4X",NA,981843,"4X",1,NA,"4X","4X","4X",4,"CAVE_IN_ROCK","Definitely not Cave-in-Rock; probably contaminant","F","T"
"i1029.1","WZGC",NA,"i1029.1",NA,"Y","N","paper_732g","Natural Collection","Unknown","Panicum virgatum","MEX.239-4","PRJNA265643","NA",NA,29.3247,-101.3645,440,"Location Approximate","Mexico","Coahuila",NA,"239-4, Mexico Collection, 13BFLGH; The samples were collected in 2012 in the northern state of Coahuila (Rancho los Ángeles, Saltillo, Coah)",41.73,47150509650,314336731,NA,NA,NA,"4X","4X","4X",NA,943003,"4X",1,NA,"4X","4X","4X",4,"MEX_239",NA,NA,NA
"Pv304_1","XXAW",NA,"Pv304_1",NA,"Y","N","paper_732g","Breeding Selection","Grown from F1 seed of AP13XVS16","Panicum virgatum","F1 of AP13XVS16","PRJNA258728","NA",NA,NA,NA,NA,"Hybrid","USA",NA,NA,"F1 of AP13XVS16",41.39,46764513150,311763421,NA,NA,NA,"4X","4X","6X",NA,1445872,"6X",1,NA,"4X","4X","4X",1,"AP13_VS16_CROSS",NA,NA,NA
"Pv317_1","XXAX",NA,"Pv317_1",NA,"Y","N","paper_732g","Breeding Selection","Grown from F1 seed of AP13XVS16","Panicum virgatum","F1 of AP13XVS16","PRJNA258729","NA",NA,NA,NA,NA,"Hybrid","USA",NA,NA,"F1 of AP13XVS16",41.46,46845835350,312305569,NA,NA,NA,"4X","4X","4X",NA,1367111,"4X",1,NA,"4X","4X","4X",4,"AP13_VS16_CROSS",NA,NA,NA
"J302.A","ASHOA","9086192","J302.A","J302",NA,"Y","previous_8x","Natural Collection","Supplied by John Reilley","Panicum virgatum","9086192",NA,"Octoploid","1/1/01",26.869715,-97.698227,5,"Approx @ County Center","USA","Texas","Kenedy",NA,20,22601383650,150675891,NA,NA,NA,"8X","8X","8X","8X",924848,"8X",1,NA,"8X","4X","8X",1,"FLW",NA,NA,NA
"J160.A","IELM",NA,"J160.A","J160",NA,"Y","previous_8x","Cultivar","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI657661","Blackwell","Octoploid","11/30/77",36.823448,-97.179026,315,NA,"USA","Oklahoma","Kay",NA,36.63,41389282500,275928550,NA,NA,NA,"8X","8X","8X","8X",1575022,"8X",1,NA,"8X","8X","8X",4,"BLACKWELL",NA,NA,NA
"J199.A","IELU",NA,"J199.A","J199",NA,"Y","previous_8x","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667587","SE2012-019","Octoploid","11/29/12",32.02853333,-83.69826667,109,NA,"USA","Georgia","Dooly","Dooly County. Vicinity of 678 County Line Road Right of Way, Cordele, GA",34.06,38479875450,256532503,NA,NA,NA,"8X","8X","8X","8X",1706397,"8X",1,NA,"8X","8X","8X",4,"PI_667587",NA,NA,NA
"J249.A","IELY",NA,"J249.A","J249",NA,"Y","previous_8x","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum","HMP",NA,"Octoploid","11/15/14",30.15,-97.69,165,"Location Approximate","USA","Texas","Travis",NA,36.02,40700565300,271337102,NA,NA,NA,"8X","8X","6X","8X",1201957,"6X",3,NA,"4X","4X","6X",1,"HMP","Split ACC within Gulf (TX); 6X sample; BUT, genetically close to other sample from same ACC","T","F"
"J485.A","IENS",NA,"J485.A","J485",NA,"Y","previous_8x","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","SRG1",NA,"Octoploid","8/22/15",34.07798056,-93.91188333,162,NA,"USA","Arkansas","Howard","Site Stone Road Gate Natural Area. 6.67 miles southeast of Dierks",36.64,41398022250,275986815,NA,NA,NA,"8X","8X","8X","8X",1752436,"8X",1,NA,"8X","8X","8X",4,"SRG",NA,NA,NA
"J567.A","IEPS",NA,"J567.A","J567",NA,"Y","previous_8x","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI 674705",NA,"Octoploid",NA,39.87111111,-79.49361111,364,NA,"USA","Pennsylvania","Fayette","Just west of Route 381 on north shore of Youghiogheny River, upstream from Ohiopyle Falls, Fayette County.",34.26,38710779600,258071864,NA,NA,NA,"8X","8X","8X","8X",1495806,"8X",1,NA,"8X","8X","8X",4,"PI_674705",NA,NA,NA
"J030.A","IEXR",NA,"J030.A","J030",NA,"N","previous_8x","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI476294","T 4613","Octoploid",NA,38.480562,-102.781863,1286,NA,"USA","Colorado","Kiowa","Eads, Colorado",35.32,39907592700,266050618,NA,NA,NA,"8X","8X","8X","8X",1477937,"8X",1,NA,"8X","8X","8X",4,"PI_476294","Split ACC, other sample shows 8X-West+Gulf and clusters with Falcon; this sample is in Sunburst cluster; worrying that both samples in ACC cluster near cultivars","T","M"
"J179.L1","IEXZ","J179.A.L","J179.L1","J179",NA,"N","previous_8x","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666209","2009FL-004","Octoploid","9/14/09",29.52333333,-81.92888889,18,NA,NA,"Florida","Putnam","Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (collection number 9060533). 3.6 miles south on Hwy 315 from CR 310, Putnam County",34.88,39405497700,262703318,NA,NA,NA,"8X","8X","8X","8X",1491475,"8X",1,NA,"8X","8X","8X",4,"PI_666209",NA,NA,NA
"J363.B","IEZH",NA,"J363.B","J363",NA,"Y","previous_8x","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","ILP2",NA,"Octoploid","7/16/15",40.43558333,-96.42694444,408,NA,"USA","Nebraska","Johnson","Site Ivan & Ivan Lamb Prairie. 3.2 miles southwest of Sterling",34.84,39364526400,262430176,NA,NA,NA,"8X","8X","8X","8X",1490696,"8X",1,NA,"8X","8X","8X",4,"ILP",NA,NA,NA
"J474.C","IFAA",NA,"J474.C","J474",NA,"Y","previous_8x","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","DWP3",NA,"Octoploid","8/20/15",34.78100556,-91.49636667,70,NA,"USA","Arkansas","Prairie","Site Downs Prairie Natural Area. 2.17 miles west of De Valls Bluff",35.63,40254932400,268366216,NA,NA,NA,"8X","8X","8X","8X",1729052,"8X",1,NA,"8X","8X","8X",4,"DWP",NA,NA,NA
"J533.C","IGSC",NA,"J533.C","J533",NA,"Y","previous_8x","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum",NA,NA,"Octoploid",NA,43.61027778,-75.33416667,944,NA,"USA","New York","Lewis","Along north and south side of Lyonsdale Road, about 0.8 miles east of intersection with River Road, Lewis County. Major Land Resource Area 143.",17.87,20194082550,134627217,NA,NA,NA,"8X","8X","8X","8X",782287,"8X",2,NA,"8X","?X","8X",3,"PI_674671",NA,NA,NA
"J560.B","IGSE",NA,"J560.B","J560",NA,"Y","previous_8x","Natural Collection","Unknown","Panicum virgatum",NA,NA,"Octoploid",NA,41.30694444,-79.24388889,350,NA,"USA","Pennsylvania","Clarion","Along Clarion River near bridge which crosses Gravel Lick; some were found south along the east side of river, Clarion County.",20.31,22942888050,152952587,NA,NA,NA,"8X","8X","8X","8X",861086,"8X",1,NA,"8X","?X","8X",3,"PI_674698",NA,NA,NA
"J027.C","IHWQ",NA,"J027.C","J027",NA,"Y","previous_8x","Breeding Selection","Dug up from established common garden at the Noble Foundataion in Ardmore, OK","Panicum virgatum","22_4","PI 476291","Octoploid","1/1/83",34.225725,-77.94471,NA,"GPS estimated using passport data","USA","North Carolina","New Hanover",NA,34.86,39382302300,262548682,NA,NA,NA,"8X","8X","8X","8X",1302154,"8X",1,NA,"8X","8X","8X",4,"PI_476291","Split ACC; other samples are ATLANTIC; is VERY close to J045.B, an incorrect Summer, and is probably a relative; closest 10 are 0.0225 to 0.0374","F","T"
"J346.B","IHXD",NA,"J346.B","J346",NA,"Y","previous_8x","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum","24B","PBRS","Octoploid","1/1/09",41.3677833,-82.6906167,200,NA,"USA","Ohio","Erie","Site C. Total Prairie Size- 2590ha",31.37,35441450700,236276338,NA,NA,NA,"8X","8X","8X","8X",1420822,"8X",1,NA,"8X","8X","8X",4,"PBRS",NA,NA,NA
"J029.C","IHXJ",NA,"J029.C","J029",NA,"Y","previous_8x","Natural Collection","Dug up from established common garden at the Noble Foundataion in Ardmore, OK","Panicum virgatum","24_12","PI 476293","Octoploid",NA,39.222976,-74.992585,3,NA,"USA","New Jersey","Cumberland","Heislerville, New Jersey",35.55,40163181300,267754542,NA,NA,NA,"4X","8X","8X","8X",1419410,"8X",1,NA,"8X","8X","8X",4,"PI_476293","Split ACC; other samples are 4X and have ATLANTIC","F","T"
"J030.B","IHYD",NA,"J030.B","J030",NA,"Y","previous_8x","Natural Collection","Dug up from established common garden at the Noble Foundataion in Ardmore, OK","Panicum virgatum","25_16","PI 476294","Octoploid",NA,38.480562,-102.781863,1286,NA,"USA","Colorado","Kiowa","Eads, Colorado",35.54,40159031400,267726876,NA,NA,NA,"8X","8X","8X","8X",1721233,"8X",1,NA,"8X","8X","8X",4,"PI_476294","Weird geographic cluster of far west and east coast; probably only one region is native, need to decide which one; split ACC, maybe because of admixture, other sample clusters in MW-8X near NE samples; 83% MW, 15% Gulf, 1% Atlantic; check PCA results","T","F"
"J011.A","IHYG",NA,"J011.A","J011",NA,"Y","previous_8x","Breeding Selection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI414068","BN-18758-67","Octoploid","11/26/76",38.824832,-97.625651,NA,"GPS estimated using passport data","USA","Kansas","Saline","Soil Conservation Service",33.21,37524475650,250163171,NA,NA,NA,"8X","8X","8X","8X",1482048,"8X",1,NA,"8X","8X","8X",4,"PI_414068",NA,NA,NA
"J544.A","IHYP",NA,"J544.A","J544",NA,"Y","previous_8x","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI 674682",NA,"Octoploid",NA,43.315,-78.71527778,83,NA,"USA","New York","Niagara","Burt Dam fishing area along path walking towards dam approximately 1/4 mile on right side, Niagara County.",32.72,36964645200,246430968,NA,NA,NA,"8X","8X","8X","8X",1364581,"8X",1,NA,"8X","8X","8X",4,"PI_674682",NA,NA,NA
"J446.B","IHYR",NA,"J446.B","J446",NA,"Y","previous_8x","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","5908B","SWG32","Octoploid",NA,42.33,-89.02,250,NA,"USA","Illinios","Winnebago","Harlem Hills Prairie",35.1,39656086800,264373912,NA,NA,NA,"8X","8X","8X","8X",1558845,"8X",1,NA,"8X","8X","8X",4,"SWG32","Unusually close with J449.B from WI; closest 10 are 0.0270 to 0.0351; is 71% 8X-West, 29% 8X-East; essentially ""Pure"" Midwest ancestry","F","T"
"J021.A","IHYU",NA,"J021.A","J021",NA,"Y","previous_8x","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI422003","PMT-785","Octoploid","9/27/77",29.443853,-96.941093,NA,"GPS estimated using passport data","USA","Texas","Gonzales",NA,35.27,39845134800,265634232,NA,NA,NA,"8X","8X","8X","8X",1579827,"8X",1,NA,"8X","8X","8X",4,"PI_422003",NA,NA,NA
"J011.C","IHZA",NA,"J011.C","J011",NA,"Y","previous_8x","Breeding Selection","Dug up from established common garden at the Noble Foundataion in Ardmore, OK","Panicum virgatum","10_8","PI 414068","Octoploid","11/26/76",38.824832,-97.625651,NA,"GPS estimated using passport data","USA","Kansas","Saline","Soil Conservation Service",15.74,17784994500,118566630,NA,NA,NA,"8X","8X","8X","8X",624709,"8X",2,NA,"8X","?X","8X",3,"PI_414068",NA,NA,NA
"J045.B","IHZH",NA,"J045.B","J045",NA,"Y","previous_8x","Cultivar","Dug up from established common garden at the Noble Foundataion in Ardmore, OK","Panicum virgatum","29_4","PI 642191","Octoploid","4/1/64",40.739884,-97.546288,NA,NA,"USA","Nebraska","York",NA,16.23,18339284400,122261896,NA,NA,NA,"8X","8X","8X","8X",724013,"8X",2,NA,"8X","?X","8X",3,"SUMMER","Is supposed to be Summer, which is 4X; this is an error sample/contaminant","F","T"
"J548.A","IHZI",NA,"J548.A","J548",NA,"Y","previous_8x","Natural Collection","Unknown","Panicum virgatum",NA,NA,"Octoploid",NA,42.31833333,-77.82333333,488,NA,"USA","New York","Steuben","Along Turnpike Road 1 mile east of Delos Road, Steuben County.",15.16,17124612750,114164085,NA,NA,NA,"8X","8X","8X","8X",534639,"8X",2,NA,"8X","?X","8X",3,"PI_674686","Weird geographic clustering, in same cluster as Sunburst and other western samples; is 43% 8X-West, 49% 8X-East, 8% MW-4X; my guess is this is a transplant","F","F"
"J549.C","IIAC",NA,"J549.C","J549",NA,"Y","previous_8x","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI 674687",NA,"Octoploid",NA,42.89805556,-73.60027778,36,NA,"USA","New York","Rensselaer","Follow road south of Hoosic River going west from Route 40. Plants were collected between bridge area to the north on east side of river; river scour zone, Rensselaer County.",35.44,40047253650,266981691,NA,NA,NA,"8X","8X","8X","8X",1342945,"8X",1,NA,"8X","8X","8X",4,"PI_674687",NA,NA,NA
"J346.C","IIAI",NA,"J346.C","J346",NA,"Y","previous_8x","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum","33C","PBRS","Octoploid","1/1/09",41.3677833,-82.6906167,200,NA,"USA","Ohio","Erie","Site C. Total Prairie Size- 2590ha",37.64,42531636600,283544244,NA,NA,NA,"8X","8X","8X","8X",1450891,"8X",1,NA,"8X","8X","8X",4,"PBRS",NA,NA,NA
"J347.A","IIAQ",NA,"J347.A","J347",NA,"Y","previous_8x","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum","10A","PBRS","Octoploid","1/1/10",41.3677833,-82.6906167,200,NA,"USA","Ohio","Erie","Site D. Total Prairie Size- 2590ha",36.05,40729493400,271529956,NA,NA,NA,"8X","8X","8X","8X",1425600,"8X",1,NA,"8X","8X","8X",4,"PBRS",NA,NA,NA
"J347.B","IIAY",NA,"J347.B","J347",NA,"N","previous_8x","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum","20B","PBRS","Octoploid","1/1/10",41.3677833,-82.6906167,200,NA,"USA","Ohio","Erie","Site D. Total Prairie Size- 2590ha",37.37,42220383600,281469224,NA,NA,NA,"8X","8X","8X","8X",1398160,"8X",1,NA,"8X","8X","8X",4,"PBRS",NA,NA,NA
"J009.A","IIBE",NA,"J009.A","J009",NA,"Y","previous_8x","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI414066","A 5669","Octoploid","1/1/40",36.600366,-103.609128,1816,NA,"USA","New Mexico","Union","Near Grenville.",35.46,40063396650,267089311,NA,NA,NA,"8X","8X","8X","8X",1648239,"8X",1,NA,"8X","8X","8X",4,"PI_414066","Weird geographic cluster of far west and east coast; probably only one region is native, need to decide which one","T","F"
"J347.C","IIBF",NA,"J347.C","J347",NA,"Y","previous_8x","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum","34C","PBRS","Octoploid","1/1/10",41.3677833,-82.6906167,200,NA,"USA","Ohio","Erie","Site D. Total Prairie Size- 2590ha",37.82,42727245300,284848302,NA,NA,NA,"8X","8X","8X","8X",1373159,"8X",1,NA,"8X","8X","8X",4,"PBRS",NA,NA,NA
"J436.B","IIBG",NA,"J436.B","J436",NA,"N","previous_8x","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","4901B","SW809","Octoploid",NA,39.41,-79.66,670,NA,"USA","West Virginia","Preston","Camp Dawson",37.31,42157457400,281049716,NA,NA,NA,"8X","8X","8X","8X",1429227,"8X",1,NA,"8X","8X","8X",4,"SW809",NA,NA,NA
"J474.B","IIBH",NA,"J474.B","J474",NA,"Y","previous_8x","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","DWP2",NA,"Octoploid","8/20/15",34.78100556,-91.49636667,70,NA,"USA","Arkansas","Prairie","Site Downs Prairie Natural Area. 2.17 miles west of De Valls Bluff",38.38,43367577300,289117182,NA,NA,NA,"8X","8X","8X","8X",1749485,"8X",1,NA,"8X","8X","8X",4,"DWP",NA,NA,NA
